LGA_code,LGA_name,0-14 count,"0-14 ASR per 100,001",0-14 SR,15-24 count,"15-24 ASR per 100,001",15- 24SR
58400,Trayning (S),#,..,..,#,..,..
58470,Upper Gascoyne (S),#,..,..,#,..,..
58540,Victoria Plains (S),#,..,..,#,..,..
58610,Wagin (S),#,..,..,#,..,..
58680,Wandering (S),#,..,..,#,..,..
58890,West Arthur (S),#,..,..,#,..,..
59030,Westonia (S),#,..,..,#,..,..
59100,Wickepin (S),#,..,..,#,..,..
59170,Williams (S),#,..,..,#,..,..
59250,Wiluna (S),#,..,..,#,..,..
59310,Wongan-Ballidu (S),#,..,..,#,..,..
59320,Woodanilling (S),#,..,..,#,..,..
59330,Wyalkatchem (S),#,..,..,#,..,..
59340,Wyndham-East Kimberley (S),10,524.1,101,#,..,..
59350,Yalgoo (S),#,..,..,#,..,..
59360,Yilgarn (S),#,..,..,#,..,..
59370,York (S),#,..,..,#,..,..
PHN601,Tasmania,409,443.7,86,246,390.1,105
60210,Break O'Day (M),6,634.9,123,#,..,..
60410,Brighton (M),18,428.4,83,9,377.3,101
60610,Burnie (C),14,391.6,76,5,200.6,54
60810,Central Coast (M),14,413.4,80,#,..,..
61010,Central Highlands (M),#,..,..,#,..,..
61210,Circular Head (M),12,744.6,144,#,..,..
61410,Clarence (C),42,415.5,80,23,359.6,97
61510,Derwent Valley (M),#,..,..,7,582.3,157
61610,Devonport (C),22,494.5,96,16,525.8,141
61810,Dorset (M),6,573.8,111,#,..,..
62010,Flinders (M),#,..,..,#,..,..
62210,George Town (M),6,532.6,103,#,..,..
62410,Glamorgan/Spring Bay (M),#,..,..,#,..,..
62610,Glenorchy (C),26,299.3,58,38,636.9,171
62810,Hobart (C),28,361.2,70,14,166.9,45
63010,Huon Valley (M),27,878.5,170,#,..,..
63210,Kentish (M),5,547.2,106,#,..,..
63410,King Island (M),#,..,..,#,..,..
63610,Kingborough (M),31,430.4,83,14,324.6,87
63810,Latrobe (M),8,434.6,84,#,..,..
64010,Launceston (C),61,512.8,99,59,602.9,162
64210,Meander Valley (M),16,489.9,95,#,..,..
64610,Northern Midlands (M),13,566.4,109,7,483,130
64810,Sorell (M),8,284.8,55,10,595.6,160
65010,Southern Midlands (M),#,..,..,#,..,..
65210,Tasman (M),#,..,..,#,..,..
65410,Waratah/Wynyard (M),9,372.3,72,6,464,125
65610,West Coast (M),#,..,..,#,..,..
65810,West Tamar (M),22,542.8,105,8,290.9,78
PHN701,Northern Territory,222,412.8,80,160,498.1,134
70200,Alice Springs (T),39,670.7,130,23,772.7,208
70420,Barkly (R),11,568.4,110,12,"1,061.90",286
70540,Belyuen (S),#,..,..,#,..,..
70620,Central Desert (R),6,553.9,107,#,..,..
70700,Coomalie (S),#,..,..,#,..,..
71000,Darwin (C),46,291,56,54,551.5,148
71300,East Arnhem (R),7,254.1,49,#,..,..
72200,Katherine (T),14,583,113,#,..,..
72300,Litchfield (M),25,603,116,14,451.1,121
72330,MacDonnell (R),12,790.9,153,6,544.1,146
72800,Palmerston (C),41,406.6,79,28,553.9,149
73600,Roper Gulf (R),#,..,..,#,..,..
74050,Tiwi Islands (R),#,..,..,#,..,..
74550,Victoria Daly (R),#,..,..,#,..,..
74560,Wagait (S),#,..,..,#,..,..
74660,West Arnhem (R),#,..,..,#,..,..
74680,West Daly (R),#,..,..,#,..,..
79399,Unincorporated NT,6,411.6,80,#,..,..
PHN801,Australian Capital Territory,546,664.5,128,210,350.9,94
89399,Unincorporated ACT,545,663.3,128,210,350.9,94
,,,,,,,
,Primary Health Network totals,,,,,,
PHN101,Central and Eastern Sydney,970,382.9,74,387,168.2,45
PHN102,Northern Sydney,400,233.9,45,235,202.9,55
PHN103,Western Sydney,781,359.8,70,408,307.8,83
PHN104,Nepean Blue Mountains,393,509.5,98,193,390.9,105
PHN105,South Western Sydney,"1,397",636.5,123,411,286.8,77
PHN106,South Eastern NSW,625,561.2,108,228,299.9,81
PHN107,Western NSW,383,617.1,119,128,348.8,94
PHN108,Hunter New England and Central Coast,761,318.9,62,472,306.3,82
PHN109,North Coast,546,609.3,118,162,300.4,81
PHN110,Murrumbidgee,286,600,116,140,480.1,129
PHN201,North Western Melbourne,"2,485",710.6,137,"1,115",418.4,113
PHN202,Eastern Melbourne,"1,668",598.8,116,911,413.1,111
PHN203,South Eastern Melbourne,"2,005",679.4,131,925,457.5,123
PHN204,Gippsland,411,813.8,157,147,484.6,130
PHN205,Murray,804,702,136,388,527.6,142
PHN206,Western Victoria,"1,012",846.8,164,543,678.6,183
PHN301,Brisbane North,"1,184",625.6,121,604,414.7,112
PHN302,Brisbane South,"1,342",577.7,112,807,494.2,133
PHN303,Gold Coast,415,365.2,71,326,400.1,108
PHN304,Darling Downs and West Moreton,592,474.8,92,388,522.9,141
PHN305,Western Queensland,58,424.6,82,45,750.8,202
PHN306,"Central Queensland, Wide Bay, Sunshine Coast",686,434.2,84,466,477.2,128
PHN307,Northern Queensland,511,361.4,70,352,397.6,107
PHN401,Adelaide,790,363.8,70,420,258.8,70
PHN402,Country SA,383,432.9,84,193,344.5,93
PHN501,Perth North,926,451.4,87,461,338.5,91
PHN502,Perth South,836,420.9,81,284,219.8,59
PHN503,Country WA,456,421.8,81,187,337.7,91
PHN601,Tasmania,409,443.7,86,246,390.1,105
PHN701,Northern Territory,222,412.8,80,160,498.1,134
PHN801,Australian Capital Territory,546,664.5,128,210,350.9,94
,,,,,,,
,,,,,,,
,AUSTRALIA+,"24,438",517.6,100,"12,068",371.8,100
,Greater Capital Cities,"16,624",519.7,100,"7,913",346,93
,Rest of States/ NT,"7,673",504,97,"4,033",420.7,113
,Greater Capital Cities and Major Urban Centres++,"18,130",512,99,"8,804",347.2,93
,Rest of States/ NT excluding Major Urban Centres++,"6,167",522.5,101,"3,142",442.3,119
,,,,,,,
,New South Wales,"6,703",446.9,86,"2,808",273.2,73
,Greater Sydney,"4,110",415.2,80,"1,731",246,66
,Rest of New South Wales,"2,520",493.9,95,"1,066",328.8,88
,"Greater Sydney, Illawarra, and Newcastle and Lake Macquarie","4,574",410.3,79,"1,980",248.6,67
,"Rest of NSW excluding Illawarra, and Newcastle and Lake Macquarie","2,056",533.9,103,817,353,95
,,,,,,,
,New South Wales: PHN total,"6,548",439.7,85,"2,764",270.7,73
,,,,,,,
,Victoria,"8,308",691.7,134,"4,003",462.1,124
,Greater Melbourne,"6,161",664.4,128,"2,951",428.2,115
,Rest of Victoria,"2,145",783.3,151,"1,045",590.4,159
,Greater Melbourne and Geelong,"6,637",674.3,130,"3,150",432.8,116
,Rest of Victoria excluding Geelong,"1,669",770,149,846,611.5,164
,,,,,,,
,Victoria: PHN total,"8,388",692.2,134,"4,029",461.5,124
,,,,,,,
,Queensland,"4,794",492,95,"2,992",455,122
,Greater Brisbane,"2,914",598.8,116,"1,616",467.3,126
,Rest of Queensland,"1,880",385.4,74,"1,376",441.2,119
,"Greater Brisbane, Gold Coast  and Townsville","3,480",538.1,104,"2,059",445.2,120
,Rest of Queensland excluding Gold Coast and Townsville,"1,314",401,77,933,478,129
,,,,,,,
,South Australia,"1,173",383.8,74,613,280.8,76
,Greater Adelaide,869,365.1,71,451,255.4,69
,Rest of South Australia,304,449.6,87,162,388.5,104
,,,,,,,
,Western Australia,"2,226",434.8,84,936,291.8,78
,Greater Perth,"1,758",436.4,84,745,281.2,76
,Rest of Western Australia,460,421.7,81,187,334.6,90
,,,,,,,
,Tasmania,409,443.7,86,246,390.1,105
,Greater Hobart,154,369.7,71,113,383.9,103
,Rest of Tasmania,255,504.7,98,133,395.6,106
,,,,,,,
,Northern Territory,222,412.8,80,160,498.1,134
,Greater Darwin,113,372,72,96,537.9,145
,Rest of Northern Territory,109,465.8,90,64,448.3,121
,,,,,,,
,Australian Capital Territory (Canberra),546,664.5,128,210,350.9,94
