LGA_code,LGA_name,0-14 count,"0-14 ASR per 100,001",0-14 SR,15-24 count,"15-24 ASR per 100,001",15- 24SR
54970,Laverton (S),#,..,..,#,..,..
55040,Leonora (S),#,..,..,#,..,..
55180,Manjimup (S),#,..,..,17,"1,610.20",137
55250,Meekatharra (S),#,..,..,#,..,..
55390,Menzies (S),#,..,..,#,..,..
55460,Merredin (S),#,..,..,#,..,..
55530,Mingenew (S),#,..,..,#,..,..
55600,Moora (S),#,..,..,#,..,..
55670,Morawa (S),#,..,..,#,..,..
55810,Mount Magnet (S),#,..,..,#,..,..
55880,Mount Marshall (S),#,..,..,#,..,..
55950,Mukinbudin (S),#,..,..,#,..,..
56160,Murchison (S),#,..,..,#,..,..
56300,Nannup (S),#,..,..,#,..,..
56370,Narembeen (S),#,..,..,#,..,..
56460,Narrogin (S),#,..,..,8,"1,194.40",101
56620,Ngaanyatjarraku (S),#,..,..,#,..,..
56730,Northam (S),#,..,..,15,"1,205.00",102
56790,Northampton (S),#,..,..,#,..,..
56860,Nungarin (S),#,..,..,#,..,..
57000,Perenjori (S),#,..,..,#,..,..
57140,Pingelly (S),#,..,..,#,..,..
57210,Plantagenet (S),#,..,..,#,..,..
57280,Port Hedland (T),8,258.6,209,16,"1,092.40",93
57350,Quairading (S),#,..,..,#,..,..
57420,Ravensthorpe (S),#,..,..,#,..,..
57630,Sandstone (S),#,..,..,#,..,..
57770,Shark Bay (S),#,..,..,#,..,..
58190,Tammin (S),#,..,..,#,..,..
58260,Three Springs (S),#,..,..,#,..,..
58330,Toodyay (S),#,..,..,#,..,..
58400,Trayning (S),#,..,..,#,..,..
58470,Upper Gascoyne (S),#,..,..,#,..,..
58540,Victoria Plains (S),#,..,..,#,..,..
58610,Wagin (S),#,..,..,#,..,..
58680,Wandering (S),#,..,..,#,..,..
58890,West Arthur (S),#,..,..,#,..,..
59030,Westonia (S),#,..,..,#,..,..
59100,Wickepin (S),#,..,..,#,..,..
59170,Williams (S),#,..,..,#,..,..
59250,Wiluna (S),#,..,..,#,..,..
59310,Wongan-Ballidu (S),#,..,..,#,..,..
59320,Woodanilling (S),#,..,..,#,..,..
59330,Wyalkatchem (S),#,..,..,#,..,..
59340,Wyndham-East Kimberley (S),11,689.2,557,24,"2,789.40",237
59350,Yalgoo (S),#,..,..,#,..,..
59360,Yilgarn (S),#,..,..,#,..,..
59370,York (S),#,..,..,#,..,..
PHN601,Tasmania,120,122.4,99,642,"1,014.30",86
60210,Break O'Day (M),#,..,..,7,"1,410.00",120
60410,Brighton (M),7,167.4,135,20,847.4,72
60610,Burnie (C),7,185.6,150,18,705.8,60
60810,Central Coast (M),#,..,..,18,761.7,65
61010,Central Highlands (M),#,..,..,#,..,..
61210,Circular Head (M),#,..,..,#,..,..
61410,Clarence (C),8,71.6,58,62,980.6,83
61510,Derwent Valley (M),#,..,..,17,"1,492.50",127
61610,Devonport (C),8,157.9,128,37,"1,257.40",107
61810,Dorset (M),#,..,..,7,"1,169.80",99
62010,Flinders (M),#,..,..,#,..,..
62210,George Town (M),#,..,..,7,"1,038.70",88
62410,Glamorgan/Spring Bay (M),#,..,..,#,..,..
62610,Glenorchy (C),13,143.7,116,123,"2,075.10",176
62810,Hobart (C),19,232,188,125,"1,503.80",128
63010,Huon Valley (M),5,148.8,120,22,"1,274.40",108
63210,Kentish (M),#,..,..,#,..,..
63410,King Island (M),#,..,..,#,..,..
63610,Kingborough (M),12,154.7,125,20,459.4,39
63810,Latrobe (M),#,..,..,6,560.9,48
64010,Launceston (C),6,45.6,37,78,802.5,68
64210,Meander Valley (M),#,..,..,#,..,..
64610,Northern Midlands (M),12,498.3,403,6,449.7,38
64810,Sorell (M),#,..,..,19,"1,127.40",96
65010,Southern Midlands (M),#,..,..,#,..,..
65210,Tasman (M),#,..,..,#,..,..
65410,Waratah/Wynyard (M),#,..,..,6,437.7,37
65610,West Coast (M),#,..,..,#,..,..
65810,West Tamar (M),#,..,..,15,536.9,46
PHN701,Northern Territory,82,158.6,128,823,"2,559.30",217
70200,Alice Springs (T),14,256.5,207,172,"5,747.80",488
70420,Barkly (R),#,..,..,44,"3,775.30",320
70540,Belyuen (S),#,..,..,#,..,..
70620,Central Desert (R),#,..,..,25,"3,821.40",324
70700,Coomalie (S),#,..,..,#,..,..
71000,Darwin (C),15,100,81,186,"1,912.20",162
71300,East Arnhem (R),6,219.5,178,56,"2,658.90",226
72200,Katherine (T),#,..,..,33,"2,572.60",218
72300,Litchfield (M),12,256.5,207,34,"1,108.40",94
72330,MacDonnell (R),#,..,..,43,"3,683.30",313
72800,Palmerston (C),16,180.5,146,112,"2,220.10",188
73600,Roper Gulf (R),5,245.1,198,25,"1,894.90",161
74050,Tiwi Islands (R),#,..,..,8,"1,845.00",157
74550,Victoria Daly (R),#,..,..,10,"1,894.70",161
74560,Wagait (S),#,..,..,#,..,..
74660,West Arnhem (R),#,..,..,21,"1,885.80",160
74680,West Daly (R),#,..,..,10,"1,600.80",136
79399,Unincorporated NT,#,..,..,38,"5,075.30",431
PHN801,Australian Capital Territory,75,97.4,79,583,979.3,83
89399,Unincorporated ACT,75,97.4,79,583,979.3,83
,,,,,,,
,Primary Health Network totals,,,,,,
PHN101,Central and Eastern Sydney,166,71.9,58,"1,421",625.3,53
PHN102,Northern Sydney,218,122.7,99,"1,203","1,034.20",88
PHN103,Western Sydney,117,58.5,47,"1,125",852.9,72
PHN104,Nepean Blue Mountains,96,124.5,101,453,919.8,78
PHN105,South Western Sydney,207,95.2,77,"1,320",919,78
PHN106,South Eastern NSW,146,125.1,101,853,"1,120.30",95
PHN107,Western NSW,89,138.2,112,512,"1,385.00",118
PHN108,Hunter New England and Central Coast,318,128.7,104,"1,605","1,037.50",88
PHN109,North Coast,105,106.6,86,604,"1,126.70",96
PHN110,Murrumbidgee,50,100.2,81,340,"1,155.40",98
PHN201,North Western Melbourne,238,75.8,61,"2,433",920.5,78
PHN202,Eastern Melbourne,302,105.3,85,"2,053",934.9,79
PHN203,South Eastern Melbourne,406,138.7,112,"2,361","1,169.40",99
PHN204,Gippsland,64,121.7,98,330,"1,080.40",92
PHN205,Murray,113,94.9,77,764,"1,032.00",88
PHN206,Western Victoria,152,123,99,612,762.4,65
PHN301,Brisbane North,256,131.2,106,"2,159","1,422.30",121
PHN302,Brisbane South,326,140,113,"2,022","1,239.90",105
PHN303,Gold Coast,150,127.9,103,959,"1,176.10",100
PHN304,Darling Downs and West Moreton,511,400.2,324,"1,391","1,860.50",158
PHN305,Western Queensland,26,190,154,190,"2,753.40",234
PHN306,"Central Queensland, Wide Bay, Sunshine Coast",209,119.5,97,"1,119","1,136.10",96
PHN307,Northern Queensland,213,145.9,118,"1,196","1,344.10",114
PHN401,Adelaide,145,66.9,54,"2,034","1,255.50",107
PHN402,Country SA,100,104.3,84,"1,109","1,962.50",167
PHN501,Perth North,369,180.8,146,"2,157","1,582.00",134
PHN502,Perth South,261,136.1,110,"1,702","1,318.10",112
PHN503,Country WA,157,142,115,901,"1,611.20",137
PHN601,Tasmania,120,122.4,99,642,"1,014.30",86
PHN701,Northern Territory,82,158.6,128,823,"2,559.30",217
PHN801,Australian Capital Territory,75,97.4,79,583,979.3,83
,,,,,,,
,,,,,,,
,AUSTRALIA+,"5,838",123.7,100,"38,249","1,178.40",100
,Greater Capital Cities,"3,410",109.1,88,"24,539","1,075.50",91
,Rest of States/ NT,"2,377",148.8,120,"12,303","1,276.10",108
,Greater Capital Cities and Major Urban Centres++,"3,853",110.9,90,"27,060","1,069.60",91
,Rest of States/ NT excluding Major Urban Centres++,"1,934",154.9,125,"9,782","1,366.20",116
,,,,,,,
,New South Wales,"1,546",103.7,84,"9,837",957.1,81
,Greater Sydney,859,89.9,73,"5,815",828.5,70
,Rest of New South Wales,664,124.3,100,"3,701","1,135.40",96
,"Greater Sydney, Illawarra, and Newcastle and Lake Macquarie","1,023",94.5,76,"6,746",849.1,72
,"Rest of NSW excluding Illawarra, and Newcastle and Lake Macquarie",500,122.6,99,"2,770","1,187.30",101
,,,,,,,
,New South Wales: PHN total,"1,512",102.2,83,"9,448",925.5,79
,,,,,,,
,Victoria,"1,265",107.4,87,"8,782","1,016.20",86
,Greater Melbourne,946,105.9,86,"6,851",998.2,85
,Rest of Victoria,318,111.6,90,"1,638",920.7,78
,Greater Melbourne and Geelong,"1,008",106.1,86,"7,143",985.2,84
,Rest of Victoria excluding Geelong,256,112.5,91,"1,346",966.9,82
,,,,,,,
,Victoria: PHN total,"1,275",107.3,87,"8,557",982.2,83
,,,,,,,
,Queensland,"1,691",167.9,136,"8,885","1,348.50",114
,Greater Brisbane,641,130.4,105,"4,548","1,316.90",112
,Rest of Queensland,"1,050",203.6,165,"4,337","1,383.30",117
,"Greater Brisbane, Gold Coast  and Townsville",858,130.7,106,"5,846","1,265.20",107
,Rest of Queensland excluding Gold Coast and Townsville,833,237.6,192,"3,039","1,544.20",131
,,,,,,,
,South Australia,245,78.4,63,"3,199","1,464.00",124
,Greater Adelaide,156,65.1,53,"2,174","1,232.20",105
,Rest of South Australia,89,122.4,99,969,"2,302.50",195
,,,,,,,
,Western Australia,793,156.6,127,"4,909","1,527.30",130
,Greater Perth,628,159,129,"3,853","1,454.30",123
,Rest of Western Australia,159,142.6,115,908,"1,608.00",136
,,,,,,,
,Tasmania,120,122.4,99,642,"1,014.30",86
,Greater Hobart,62,142.8,115,381,"1,292.80",110
,Rest of Tasmania,58,106.2,86,261,771.7,65
,,,,,,,
,Northern Territory,82,158.6,128,823,"2,559.30",217
,Greater Darwin,43,150.7,122,334,"1,872.40",159
,Rest of Northern Territory,39,168.2,136,489,"3,414.90",290
,,,,,,,
,Australian Capital Territory (Canberra),75,97.4,79,583,979.3,83
,,,,,,,
,,,,,,,
,#NAME?,,,,,,
,,,,,,,
,#NAME?,,,,,,
,,,,,,,
,"*The data presented by Local Government Area (LGA) have been estimated from population health areas (PHAs), as the LGA of usual residence was not more accurately geocoded (e.g., from the street address). These estimates are of variable quality, as the allocation from a PHA to one or more LGAs was based on the proportion of the total population falling within LGAs covered by the PHA. The proportional allocations are as provided by the Australian Bureau of Statistics (ABS) at the statistial area level 2 (SA2) level. However, the allocations are based on total populations: therefore, where the LGA is allocated a proportion of the cases from a PHA, it will not give an accurate allocation for the Aboriginal cases where there is a relatively large Aboriginal population.  For more information, refer to the Notes on the data.",,,,,,
