LGA_code,LGA_name,0-14 count,"0-14 ASR per 100,000",0-14 SR,15-24 count,"15-24 ASR per 100,000",15- 24SR
59340,Wyndham-East Kimberley (S),#,..,..,#,..,..
59350,Yalgoo (S),#,..,..,#,..,..
59360,Yilgarn (S),#,..,..,#,..,..
59370,York (S),#,..,..,#,..,..
PHN601,Tasmania,154,165.9,75,137,215.8,118
60210,Break O'Day (M),#,..,..,#,..,..
60410,Brighton (M),#,..,..,10,429.8,236
60610,Burnie (C),#,..,..,#,..,..
60810,Central Coast (M),6,159.2,72,#,..,..
61010,Central Highlands (M),#,..,..,#,..,..
61210,Circular Head (M),#,..,..,#,..,..
61410,Clarence (C),13,125.5,57,12,185.6,102
61510,Derwent Valley (M),15,770.9,349,#,..,..
61610,Devonport (C),#,..,..,12,407.2,224
61810,Dorset (M),#,..,..,#,..,..
62010,Flinders (M),#,..,..,#,..,..
62210,George Town (M),#,..,..,#,..,..
62410,Glamorgan/Spring Bay (M),#,..,..,#,..,..
62610,Glenorchy (C),14,157.2,71,14,234.1,129
62810,Hobart (C),#,..,..,5,60.9,33
63010,Huon Valley (M),9,290.5,132,#,..,..
63210,Kentish (M),#,..,..,#,..,..
63410,King Island (M),#,..,..,#,..,..
63610,Kingborough (M),12,165,75,21,476.7,262
63810,Latrobe (M),#,..,..,#,..,..
64010,Launceston (C),13,109.3,50,24,241.6,133
64210,Meander Valley (M),7,203.2,92,7,318.1,175
64610,Northern Midlands (M),#,..,..,#,..,..
64810,Sorell (M),5,189.2,86,5,320.1,176
65010,Southern Midlands (M),11,977,443,#,..,..
65210,Tasman (M),#,..,..,#,..,..
65410,Waratah/Wynyard (M),#,..,..,#,..,..
65610,West Coast (M),#,..,..,#,..,..
65810,West Tamar (M),9,226.7,103,10,361.4,198
PHN701,Northern Territory,67,125.1,57,66,205.1,113
70200,Alice Springs (T),7,121.2,55,#,..,..
70420,Barkly (R),#,..,..,#,..,..
70540,Belyuen (S),#,..,..,#,..,..
70620,Central Desert (R),#,..,..,#,..,..
70700,Coomalie (S),#,..,..,#,..,..
71000,Darwin (C),22,137,62,34,348.3,191
71300,East Arnhem (R),#,..,..,6,261.1,143
72200,Katherine (T),#,..,..,#,..,..
72300,Litchfield (M),9,215,97,#,..,..
72330,MacDonnell (R),#,..,..,#,..,..
72800,Palmerston (C),5,50.7,23,#,..,..
73600,Roper Gulf (R),9,471.6,214,#,..,..
74050,Tiwi Islands (R),#,..,..,#,..,..
74550,Victoria Daly (R),#,..,..,#,..,..
74560,Wagait (S),#,..,..,#,..,..
74660,West Arnhem (R),#,..,..,#,..,..
74680,West Daly (R),#,..,..,#,..,..
79399,Unincorporated NT,#,..,..,#,..,..
PHN801,Australian Capital Territory,284,347.8,158,62,104.6,57
89399,Unincorporated ACT,282,345.3,156,62,104.6,57
,,,,,,,
,Primary Health Network totals,,,,,,
PHN101,Central and Eastern Sydney,582,232.4,105,265,117.7,65
PHN102,Northern Sydney,339,196.9,89,152,130.2,72
PHN103,Western Sydney,544,252.8,115,203,153.3,84
PHN104,Nepean Blue Mountains,205,266.3,121,80,160.3,88
PHN105,South Western Sydney,545,248.8,113,247,171.4,94
PHN106,South Eastern NSW,257,229.2,104,112,146.7,81
PHN107,Western NSW,145,228,103,111,297.8,163
PHN108,Hunter New England and Central Coast,466,194.5,88,277,178.5,98
PHN109,North Coast,182,200.7,91,140,254.6,140
PHN110,Murrumbidgee,135,280.6,127,63,212.5,117
PHN201,North Western Melbourne,789,228.3,103,447,170.2,93
PHN202,Eastern Melbourne,573,204,92,339,154.2,85
PHN203,South Eastern Melbourne,630,212.1,96,364,180.5,99
PHN204,Gippsland,129,254.2,115,86,280,154
PHN205,Murray,334,290,131,181,242.7,133
PHN206,Western Victoria,272,226.7,103,161,200.1,110
PHN301,Brisbane North,328,172.3,78,193,133.3,73
PHN302,Brisbane South,404,173.7,79,290,177.9,98
PHN303,Gold Coast,171,149.9,68,186,228,125
PHN304,Darling Downs and West Moreton,254,203.1,92,152,202.3,111
PHN305,Western Queensland,15,102.3,46,8,114,63
PHN306,"Central Queensland, Wide Bay, Sunshine Coast",248,155.1,70,235,236.6,130
PHN307,Northern Queensland,293,206.6,94,152,169.8,93
PHN401,Adelaide,611,281.4,127,390,241,132
PHN402,Country SA,229,256.3,116,146,256.7,141
PHN501,Perth North,407,198.6,90,262,192,105
PHN502,Perth South,460,232.8,105,201,155.5,85
PHN503,Country WA,189,174.1,79,153,272,149
PHN601,Tasmania,154,165.9,75,137,215.8,118
PHN701,Northern Territory,67,125.1,57,66,205.1,113
PHN801,Australian Capital Territory,284,347.8,158,62,104.6,57
,,,,,,,
,,,,,,,
,AUSTRALIA+,"10,419",220.7,100,"5,912",182.1,100
,Greater Capital Cities,"7,074",221.7,100,"3,744",164.4,90
,Rest of States/ NT,"3,165",206.7,94,"2,114",218.3,120
,Greater Capital Cities and Major Urban Centres++,"7,764",219.7,100,"4,205",166.5,91
,Rest of States/ NT excluding Major Urban Centres++,"2,475",208.3,94,"1,653",229.5,126
,,,,,,,
,New South Wales,"3,456",230.6,104,"1,683",163.8,90
,Greater Sydney,"2,307",234,106,"1,006",143.6,79
,Rest of New South Wales,"1,115",217.3,98,666,203.5,112
,"Greater Sydney, Illawarra, and Newcastle and Lake Macquarie","2,614",235.3,107,"1,136",143.2,79
,"Rest of NSW excluding Illawarra, and Newcastle and Lake Macquarie",808,208.4,94,536,228.4,125
,,,,,,,
,New South Wales: PHN total,"3,400",228.5,104,"1,648",161.5,89
,,,,,,,
,Victoria,"2,706",225.8,102,"1,554",180.1,99
,Greater Melbourne,"1,992",215.7,98,"1,150",168.1,92
,Rest of Victoria,713,259.2,117,404,226.2,124
,Greater Melbourne and Geelong,"2,112",215.4,98,"1,225",169.5,93
,Rest of Victoria excluding Geelong,593,272,123,329,235.3,129
,,,,,,,
,Victoria: PHN total,"2,727",225.5,102,"1,578",181.4,100
,,,,,,,
,Queensland,"1,713",175.1,79,"1,215",184.1,101
,Greater Brisbane,864,177.3,80,545,158,87
,Rest of Queensland,849,172.9,78,670,212.8,117
,"Greater Brisbane, Gold Coast  and Townsville","1,127",173.9,79,801,173.5,95
,Rest of Queensland excluding Gold Coast and Townsville,586,177.4,80,414,209.1,115
,,,,,,,
,South Australia,840,274.1,124,536,245.1,135
,Greater Adelaide,666,279.5,127,416,236,130
,Rest of South Australia,174,255.1,116,120,283.2,155
,,,,,,,
,Western Australia,"1,056",206.6,94,617,191.7,105
,Greater Perth,867,215.8,98,461,174,96
,Rest of Western Australia,189,172.8,78,155,272.4,150
,,,,,,,
,Tasmania,154,165.9,75,137,215.8,118
,Greater Hobart,60,143.3,65,67,227.1,125
,Rest of Tasmania,94,184.5,84,70,206,113
,,,,,,,
,Northern Territory,67,125.1,57,66,205.1,113
,Greater Darwin,36,119.5,54,37,207.5,114
,Rest of Northern Territory,31,132.3,60,29,202.1,111
,,,,,,,
,Australian Capital Territory (Canberra),284,347.8,158,62,104.6,57
,,,,,,,
,,,,,,,
,#NAME?,,,,,,
,,,,,,,
,#NAME?,,,,,,
,,,,,,,
,"*The data presented by Local Government Area (LGA) have been estimated from population health areas (PHAs), as the LGA of usual residence was not more accurately geocoded (e.g., from the street address). These estimates are of variable quality, as the allocation from a PHA to one or more LGAs was based on the proportion of the total population falling within LGAs covered by the PHA. The proportional allocations are as provided by the Australian Bureau of Statistics (ABS) at the statistial area level 2 (SA2) level. However, the allocations are based on total populations: therefore, where the LGA is allocated a proportion of the cases from a PHA, it will not give an accurate allocation for the Aboriginal cases where there is a relatively large Aboriginal population.  For more information, refer to the Notes on the data.",,,,,,
