LGA_code,LGA_name,0-14 count,"0-14 ASR per 100,000",0-14 SR,15-24 count,"15-24 ASR per 100,000",15- 24SR
59030,Westonia (S),#,..,..,#,..,..
59100,Wickepin (S),#,..,..,#,..,..
59170,Williams (S),#,..,..,#,..,..
59250,Wiluna (S),#,..,..,#,..,..
59310,Wongan-Ballidu (S),#,..,..,#,..,..
59320,Woodanilling (S),#,..,..,#,..,..
59330,Wyalkatchem (S),#,..,..,#,..,..
59340,Wyndham-East Kimberley (S),5,311.8,151,#,..,..
59350,Yalgoo (S),#,..,..,#,..,..
59360,Yilgarn (S),#,..,..,#,..,..
59370,York (S),#,..,..,#,..,..
PHN601,Tasmania,139,148.1,72,201,314.6,108
60210,Break O'Day (M),#,..,..,#,..,..
60410,Brighton (M),#,..,..,26,"1,118.40",383
60610,Burnie (C),12,322.2,156,10,403.3,138
60810,Central Coast (M),9,249.9,121,7,286.8,98
61010,Central Highlands (M),#,..,..,#,..,..
61210,Circular Head (M),#,..,..,#,..,..
61410,Clarence (C),21,199.6,96,16,250.9,86
61510,Derwent Valley (M),#,..,..,#,..,..
61610,Devonport (C),#,..,..,15,482.8,166
61810,Dorset (M),#,..,..,#,..,..
62010,Flinders (M),#,..,..,#,..,..
62210,George Town (M),#,..,..,#,..,..
62410,Glamorgan/Spring Bay (M),#,..,..,#,..,..
62610,Glenorchy (C),21,238.7,115,38,632.9,217
62810,Hobart (C),12,151.9,73,16,197.4,68
63010,Huon Valley (M),5,158.9,77,7,393.5,135
63210,Kentish (M),#,..,..,#,..,..
63410,King Island (M),#,..,..,#,..,..
63610,Kingborough (M),15,203.6,98,7,156,53
63810,Latrobe (M),#,..,..,#,..,..
64010,Launceston (C),18,152.3,74,26,269.3,92
64210,Meander Valley (M),#,..,..,6,284.1,97
64610,Northern Midlands (M),#,..,..,#,..,..
64810,Sorell (M),#,..,..,#,..,..
65010,Southern Midlands (M),#,..,..,#,..,..
65210,Tasman (M),#,..,..,6,"3,814.30",1307
65410,Waratah/Wynyard (M),#,..,..,#,..,..
65610,West Coast (M),#,..,..,#,..,..
65810,West Tamar (M),5,130.5,63,#,..,..
PHN701,Northern Territory,128,240.6,116,207,642,220
70200,Alice Springs (T),16,280.2,135,68,"2,242.40",769
70420,Barkly (R),11,533.3,258,12,"1,040.50",357
70540,Belyuen (S),#,..,..,#,..,..
70620,Central Desert (R),#,..,..,18,"2,818.60",966
70700,Coomalie (S),#,..,..,#,..,..
71000,Darwin (C),19,119.3,58,15,152.7,52
71300,East Arnhem (R),9,325.5,157,18,837,287
72200,Katherine (T),9,390.6,189,#,..,..
72300,Litchfield (M),10,234.1,113,#,..,..
72330,MacDonnell (R),#,..,..,35,"3,023.60",1036
72800,Palmerston (C),25,256.9,124,12,239.6,82
73600,Roper Gulf (R),7,324.2,157,#,..,..
74050,Tiwi Islands (R),#,..,..,#,..,..
74550,Victoria Daly (R),#,..,..,#,..,..
74560,Wagait (S),#,..,..,#,..,..
74660,West Arnhem (R),#,..,..,#,..,..
74680,West Daly (R),#,..,..,#,..,..
79399,Unincorporated NT,6,377.2,182,15,"1,923.60",659
PHN801,Australian Capital Territory,117,144.8,70,88,149.8,51
89399,Unincorporated ACT,117,144.8,70,88,149.8,51
,,,,,,,
,Primary Health Network totals,,,,,,
PHN101,Central and Eastern Sydney,289,117.4,57,280,126.8,43
PHN102,Northern Sydney,258,148.6,72,237,202.3,69
PHN103,Western Sydney,403,189.6,92,190,143.7,49
PHN104,Nepean Blue Mountains,209,271,131,118,237,81
PHN105,South Western Sydney,488,223.5,108,318,219.8,75
PHN106,South Eastern NSW,388,343.5,166,203,264.6,91
PHN107,Western NSW,117,183.4,89,119,318.1,109
PHN108,Hunter New England and Central Coast,505,209.5,101,561,359.1,123
PHN109,North Coast,171,185.4,90,230,410.5,141
PHN110,Murrumbidgee,123,254.9,123,92,308.3,106
PHN201,North Western Melbourne,628,185.1,89,677,261.6,90
PHN202,Eastern Melbourne,551,195.3,94,593,270.7,93
PHN203,South Eastern Melbourne,693,234,113,521,258.9,89
PHN204,Gippsland,86,168.3,81,153,492.1,169
PHN205,Murray,280,241.6,117,433,575.9,197
PHN206,Western Victoria,428,354.6,171,426,526.6,180
PHN301,Brisbane North,419,219.4,106,452,314,108
PHN302,Brisbane South,539,231.6,112,422,259.2,89
PHN303,Gold Coast,292,254.5,123,235,287.7,99
PHN304,Darling Downs and West Moreton,295,234.8,113,339,446.8,153
PHN305,Western Queensland,30,212.8,103,38,543.6,186
PHN306,"Central Queensland, Wide Bay, Sunshine Coast",374,229.6,111,329,326.8,112
PHN307,Northern Queensland,295,206.9,100,295,327.9,112
PHN401,Adelaide,358,164.9,80,417,258.5,89
PHN402,Country SA,184,203,98,148,256.3,88
PHN501,Perth North,294,143.6,69,294,215,74
PHN502,Perth South,442,225,109,487,378.2,130
PHN503,Country WA,210,192.9,93,267,464.8,159
PHN601,Tasmania,139,148.1,72,201,314.6,108
PHN701,Northern Territory,128,240.6,116,207,642,220
PHN801,Australian Capital Territory,117,144.8,70,88,149.8,51
,,,,,,,
,,,,,,,
,AUSTRALIA+,"9,774",207,100,"9,469",291.7,100
,Greater Capital Cities,"6,177",194.4,94,"5,496",242.4,83
,Rest of States/ NT,"3,557",230.4,111,"3,874",396.1,136
,Greater Capital Cities and Major Urban Centres++,"7,071",200.8,97,"6,165",245,84
,Rest of States/ NT excluding Major Urban Centres++,"2,663",222,107,"3,205",439.1,151
,,,,,,,
,New South Wales,"2,975",198.7,96,"2,408",234.3,80
,Greater Sydney,"1,770",180.7,87,"1,209",173.4,59
,Rest of New South Wales,"1,192",230.5,111,"1,180",357.2,122
,"Greater Sydney, Illawarra, and Newcastle and Lake Macquarie","2,026",183.3,89,"1,406",178.1,61
,"Rest of NSW excluding Illawarra, and Newcastle and Lake Macquarie",936,239,115,983,413,142
,,,,,,,
,New South Wales: PHN total,"2,951",198.5,96,"2,348",230,79
,,,,,,,
,Victoria,"2,656",222.4,107,"2,765",321.8,110
,Greater Melbourne,"1,872",204,99,"1,791",263.8,90
,Rest of Victoria,783,282.6,137,971,538.9,185
,Greater Melbourne and Geelong,"2,126",218.1,105,"1,924",268,92
,Rest of Victoria excluding Geelong,529,240.6,116,838,592.9,203
,,,,,,,
,Victoria: PHN total,"2,666",221.2,107,"2,803",323.6,111
,,,,,,,
,Queensland,"2,245",228.1,110,"2,110",318.8,109
,Greater Brisbane,"1,126",230.6,111,"1,041",302.4,104
,Rest of Queensland,"1,119",225.7,109,"1,069",336.4,115
,"Greater Brisbane, Gold Coast  and Townsville","1,510",232.4,112,"1,380",299.3,103
,Rest of Queensland excluding Gold Coast and Townsville,735,219.9,106,730,363.4,125
,,,,,,,
,South Australia,542,176.1,85,565,257.9,88
,Greater Adelaide,427,179,86,455,258.5,89
,Rest of South Australia,115,166.4,80,110,255.5,88
,,,,,,,
,Western Australia,949,186.1,90,"1,049",324.8,111
,Greater Perth,736,183.9,89,778,293.5,101
,Rest of Western Australia,210,191.3,92,270,466.1,160
,,,,,,,
,Tasmania,139,148.1,72,201,314.6,108
,Greater Hobart,75,177.8,86,105,355.3,122
,Rest of Tasmania,64,123.9,60,96,279.6,96
,,,,,,,
,Northern Territory,128,240.6,116,207,642,220
,Greater Darwin,54,181.3,88,29,162.8,56
,Rest of Northern Territory,74,316.1,153,178,"1,233.60",423
,,,,,,,
,Australian Capital Territory (Canberra),117,144.8,70,88,149.8,51
,,,,,,,
,,,,,,,
,#NAME?,,,,,,
,,,,,,,
,#NAME?,,,,,,
,,,,,,,
,"*The data presented by Local Government Area (LGA) have been estimated from population health areas (PHAs), as the LGA of usual residence was not more accurately geocoded (e.g., from the street address). These estimates are of variable quality, as the allocation from a PHA to one or more LGAs was based on the proportion of the total population falling within LGAs covered by the PHA. The proportional allocations are as provided by the Australian Bureau of Statistics (ABS) at the statistial area level 2 (SA2) level. However, the allocations are based on total populations: therefore, where the LGA is allocated a proportion of the cases from a PHA, it will not give an accurate allocation for the Aboriginal cases where there is a relatively large Aboriginal population.  For more information, refer to the Notes on the data.",,,,,,
