LGA_code,LGA_name,0-14 count,"0-14 ASR per 100,002",0-14 SR,15-24 count,"15-24 ASR per 100,002",15- 24SR
59360,Yilgarn (S),#,..,..,#,..,..
59370,York (S),#,..,..,#,..,..
PHN601,Tasmania,99,105,85,82,129.5,79
60210,Break O'Day (M),#,..,..,#,..,..
60410,Brighton (M),6,138.9,112,#,..,..
60610,Burnie (C),#,..,..,#,..,..
60810,Central Coast (M),#,..,..,#,..,..
61010,Central Highlands (M),#,..,..,#,..,..
61210,Circular Head (M),6,339.8,275,#,..,..
61410,Clarence (C),7,71.6,58,8,130.7,80
61510,Derwent Valley (M),#,..,..,#,..,..
61610,Devonport (C),#,..,..,6,192.7,118
61810,Dorset (M),#,..,..,#,..,..
62010,Flinders (M),#,..,..,#,..,..
62210,George Town (M),#,..,..,#,..,..
62410,Glamorgan/Spring Bay (M),#,..,..,#,..,..
62610,Glenorchy (C),#,..,..,8,133.2,81
62810,Hobart (C),6,75.5,61,#,..,..
63010,Huon Valley (M),#,..,..,#,..,..
63210,Kentish (M),#,..,..,#,..,..
63410,King Island (M),#,..,..,#,..,..
63610,Kingborough (M),#,..,..,6,137.5,84
63810,Latrobe (M),#,..,..,#,..,..
64010,Launceston (C),16,135.6,110,12,117.8,72
64210,Meander Valley (M),#,..,..,#,..,..
64610,Northern Midlands (M),5,230.3,186,5,359.3,220
64810,Sorell (M),#,..,..,#,..,..
65010,Southern Midlands (M),#,..,..,#,..,..
65210,Tasman (M),#,..,..,#,..,..
65410,Waratah/Wynyard (M),#,..,..,#,..,..
65610,West Coast (M),#,..,..,#,..,..
65810,West Tamar (M),8,199.1,161,#,..,..
PHN701,Northern Territory,264,497.8,403,170,528.6,323
70200,Alice Springs (T),21,369.9,299,15,501.2,306
70420,Barkly (R),20,996.6,806,10,894.8,547
70540,Belyuen (S),#,..,..,#,..,..
70620,Central Desert (R),9,770.7,624,7,"1,046.50",640
70700,Coomalie (S),#,..,..,#,..,..
71000,Darwin (C),25,159.7,129,39,396.7,242
71300,East Arnhem (R),27,968,783,12,590.8,361
72200,Katherine (T),17,744.6,603,8,623.7,381
72300,Litchfield (M),#,..,..,12,387.7,237
72330,MacDonnell (R),14,958.7,776,12,"1,000.50",611
72800,Palmerston (C),29,301.9,244,14,278.4,170
73600,Roper Gulf (R),22,"1,096.30",887,7,556.9,340
74050,Tiwi Islands (R),8,"1,263.00",1022,#,..,..
74550,Victoria Daly (R),10,"1,201.90",973,#,..,..
74560,Wagait (S),#,..,..,#,..,..
74660,West Arnhem (R),22,"1,290.70",1045,10,853.9,522
74680,West Daly (R),11,950.4,769,#,..,..
79399,Unincorporated NT,19,"1,251.10",1012,10,"1,302.10",796
PHN801,Australian Capital Territory,118,146.6,119,87,146.2,89
89399,Unincorporated ACT,118,146.6,119,87,146.2,89
,,,,,,,
,Primary Health Network totals,,,,,,
PHN101,Central and Eastern Sydney,187,76.9,62,264,116.3,71
PHN102,Northern Sydney,129,73.6,60,147,126.1,77
PHN103,Western Sydney,132,62.3,50,168,126.9,78
PHN104,Nepean Blue Mountains,111,144.7,117,78,157.4,96
PHN105,South Western Sydney,276,126.7,102,215,149.8,92
PHN106,South Eastern NSW,112,98.8,80,101,132.5,81
PHN107,Western NSW,65,101.8,82,62,167.4,102
PHN108,Hunter New England and Central Coast,251,103.8,84,223,144.1,88
PHN109,North Coast,143,153.4,124,78,143,87
PHN110,Murrumbidgee,61,126.8,103,52,177.2,108
PHN201,North Western Melbourne,336,100.1,81,378,143,87
PHN202,Eastern Melbourne,240,84.7,69,267,121.3,74
PHN203,South Eastern Melbourne,314,106.2,86,329,163,100
PHN204,Gippsland,71,138.5,112,66,216,132
PHN205,Murray,186,159.5,129,145,195.8,120
PHN206,Western Victoria,232,191.6,155,209,260.3,159
PHN301,Brisbane North,271,141,114,291,200.4,122
PHN302,Brisbane South,320,137.4,111,305,187.2,114
PHN303,Gold Coast,225,195.4,158,147,180.3,110
PHN304,Darling Downs and West Moreton,182,144.5,117,172,230.7,141
PHN305,Western Queensland,34,240.5,195,37,538.3,329
PHN306,"Central Queensland, Wide Bay, Sunshine Coast",378,230.2,186,233,236.3,144
PHN307,Northern Queensland,262,183.1,148,191,214.1,131
PHN401,Adelaide,178,82,66,190,117.3,72
PHN402,Country SA,64,70.1,57,119,210.5,129
PHN501,Perth North,163,79.8,65,160,117.3,72
PHN502,Perth South,157,80.3,65,138,107.2,66
PHN503,Country WA,245,224.7,182,107,190.5,116
PHN601,Tasmania,99,105,85,82,129.5,79
PHN701,Northern Territory,264,497.8,403,170,528.6,323
PHN801,Australian Capital Territory,118,146.6,119,87,146.2,89
,,,,,,,
,,,,,,,
,AUSTRALIA+,"5,834",123.6,100,"5,311",163.6,100
,Greater Capital Cities,"3,182",100.4,81,"3,307",144.9,89
,Rest of States/ NT,"2,624",169.2,137,"1,904",197.5,121
,Greater Capital Cities and Major Urban Centres++,"3,692",105,85,"3,689",145.8,89
,Rest of States/ NT excluding Major Urban Centres++,"2,114",175.3,142,"1,522",212.5,130
,,,,,,,
,New South Wales,"1,495",100,81,"1,408",137,84
,Greater Sydney,899,92.1,75,932,132.8,81
,Rest of New South Wales,590,113.6,92,466,142.9,87
,"Greater Sydney, Illawarra, and Newcastle and Lake Macquarie",995,90.3,73,"1,031",129.8,79
,"Rest of NSW excluding Illawarra, and Newcastle and Lake Macquarie",494,125.5,102,367,157.3,96
,,,,,,,
,New South Wales: PHN total,"1,467",98.8,80,"1,388",136,83
,,,,,,,
,Victoria,"1,359",114,92,"1,384",160.2,98
,Greater Melbourne,890,97.3,79,974,141.9,87
,Rest of Victoria,467,167.9,136,410,230.4,141
,Greater Melbourne and Geelong,"1,003",103.2,84,"1,059",146.1,89
,Rest of Victoria excluding Geelong,354,160.2,130,325,233.4,143
,,,,,,,
,Victoria: PHN total,"1,379",114.6,93,"1,394",160,98
,,,,,,,
,Queensland,"1,672",169.3,137,"1,376",208.8,128
,Greater Brisbane,681,139.2,113,697,201.8,123
,Rest of Queensland,991,198.9,161,679,216.5,132
,"Greater Brisbane, Gold Coast  and Townsville",982,150.8,122,895,193.7,118
,Rest of Queensland excluding Gold Coast and Townsville,690,205.2,166,481,244.4,149
,,,,,,,
,South Australia,242,78.4,63,311,142.3,87
,Greater Adelaide,187,78.3,63,222,125.8,77
,Rest of South Australia,55,79,64,87,206.7,126
,,,,,,,
,Western Australia,569,111.8,90,405,126,77
,Greater Perth,319,79.9,65,297,112.1,69
,Rest of Western Australia,246,223.8,181,108,191.2,117
,,,,,,,
,Tasmania,99,105,85,82,129.5,79
,Greater Hobart,30,70.8,57,33,112,68
,Rest of Tasmania,69,132.9,108,49,144.9,89
,,,,,,,
,Northern Territory,264,497.8,403,170,528.6,323
,Greater Darwin,58,196.5,159,65,364.4,223
,Rest of Northern Territory,206,875.9,709,105,733.2,448
,,,,,,,
,Australian Capital Territory (Canberra),118,146.6,119,87,146.2,89
